Index,Review,Sentence,Fit,Size,Material,Comfortability,Quality,Price,Color,General
3161,,These are yoga pants there should be no additional elastic bands anywhere to dig in.,0,0,1,0,0,0,0,0
3162,,I am a tall woman and they were long enough but the elastic band that they have in the top is small and uncomfortable so I will be returning.,0,1,1,1,0,0,0,0
3163,"Buy a size bigger, runs small through hips. Id buy again though.","Buy a size bigger, runs small through hips.",0,1,0,0,0,0,0,0
3164,,Id buy again though.,0,0,0,0,0,0,0,1
3165,great Christmas gift,great Christmas gift,0,0,0,0,0,0,0,1
3166,"Lengthwise it fits perfect, its a little wide, but a great sweatshirt overall!","Lengthwise it fits perfect, its a little wide, but a great sweatshirt overall ",1,0,1,0,0,0,0,0
3167,Sleeves are just a little short compared to similar shirts that are the same size.,Sleeves are just a little short compared to similar shirts that are the same size.,0,1,0,0,0,0,0,0
3168,My favorite sports bra. Fits comfortable and keeps things tight.,My favorite sports bra.,0,0,0,0,0,0,0,1
3169,,Fits comfortable and keeps things tight.,1,0,0,1,0,0,0,0
3170,Bought for my girlfriend who told me it fits and supports really well for running.,Bought for my girlfriend who told me it fits and supports really well for running.,1,0,0,0,0,0,0,0
3171,Perfect fit! This was purchased for my son and he loves it!,Perfect fit ,1,0,0,0,0,0,0,0
3172,,This was purchased for my son and he loves it ,0,0,0,0,0,0,0,1
3173,"Love these capris! I paid almost $40 for them at our athletic clubs pro shop and was thrilled I found them for such a great price! They are comfortable, breathe well. Great for working out or running or Pilates. All around excellent. Will be buying more.",Love these capris ,1,0,0,0,0,0,0,0
3174,,I paid almost $40 for them at our athletic clubs pro shop and was thrilled I found them for such a great price ,0,0,0,0,0,1,0,0
3175,,"They are comfortable, breathe well.",0,0,1,1,0,0,0,0
3176,,Great for working out or running or Pilates.,0,0,0,0,0,0,0,1
3177,,All around excellent.,0,0,0,0,0,0,0,1
3178,,Will be buying more.,0,0,0,0,0,0,0,1
3179,good for the price,good for the price,0,0,0,0,0,1,0,0
3180,On my third pair. Will buy again.,On my third pair.,0,0,0,0,0,0,0,1
3181,,Will buy again.,0,0,0,0,0,0,0,1
3182,These fit pretty well and are really comfortable. However I would not recommend for the shower as the foam part of the sandals stay wet for a while.,These fit pretty well and are really comfortable.,1,0,0,1,0,0,0,0
3183,,However I would not recommend for the shower as the foam part of the sandals stay wet for a while.,0,0,0,0,0,0,0,1
3184,"some of the best leggings ive ever owned. theyre complete squat proof and nice and thick and comfortable. i also love where it falls on my wait (at/above my belly button) because i hate when leggings are advertised as high waisted but are more like medium rise. for measurements, im about a 40/41 around the hips and weigh 142 at 55 an i got a medium that fit perfectly. theyre super stretchy so im positive i would fit a small but i got the medium because i wanted to be sure that they were squat proof and they definitely are. im about to buy a couple more colors because i love these so much",some of the best leggings ive ever owned.,0,0,0,0,0,0,0,1
3185,,theyre complete squat proof and nice and thick and comfortable.,0,1,0,1,0,0,0,0
3186,,i also love where it falls on my wait  at above my belly button  because i hate when leggings are advertised as high waisted but are more like medium rise.,0,1,0,0,0,0,0,0
3187,,"for measurements, im about a 40 41 around the hips and weigh 142 at 55 an i got a medium that fit perfectly.",1,1,0,0,0,0,0,0
3188,,theyre super stretchy so im positive i would fit a small but i got the medium because i wanted to be sure that they were squat proof and they definitely are.,1,1,0,0,0,0,0,0
3189,,im about to buy a couple more colors because i love these so much,0,0,0,0,0,0,1,0
3190,"Love em, real classic understated look and very comfortable.","Love em, real classic understated look and very comfortable.",0,0,0,1,0,0,0,0
3191,Great quality! Great fit! Amazing price! STRONGLY recommend! Will be buying many many pairs. You cant get workout gear this well priced anywhere!,Great quality ,0,0,0,0,1,0,0,0
3192,,Great fit ,1,0,0,0,0,0,0,0
3193,,Amazing price ,0,0,0,0,0,1,0,0
3194,,STRONGLY recommend ,0,0,0,0,0,0,0,1
3195,,Will be buying many many pairs.,0,0,0,0,0,0,0,1
3196,,You cant get workout gear this well priced anywhere ,0,0,0,0,0,1,0,0
3197,These are so comfortable. I bought a medium even though Im normally a large and they fit perfect. I have a big butt and I skinny waist so I dont like getting a large in workout pants anymore. I got the heather charcoal colored pants and they arent see through at all. I was afraid they would be since most of my workout pants tend to be see through when theyre stretched out. I plan on buying another pair in a different color.,These are so comfortable.,0,0,0,1,0,0,0,0
3198,,I bought a medium even though Im normally a large and they fit perfect.,1,1,0,0,0,0,0,0
3199,,I have a big butt and I skinny waist so I dont like getting a large in workout pants anymore.,0,1,0,0,0,0,0,0
3200,,I got the heather charcoal colored pants and they arent see through at all.,0,0,1,0,0,0,1,0
3201,,I was afraid they would be since most of my workout pants tend to be see through when theyre stretched out.,0,0,1,0,0,0,0,0
3202,,I plan on buying another pair in a different color.,0,0,0,0,0,0,1,0
3203,My son loves them! Very comfortable and flexible.,My son loves them ,0,0,0,0,0,0,0,1
3204,,Very comfortable and flexible.,0,0,1,1,0,0,0,0
3205,Great,Great,0,0,0,0,0,0,0,1
3206,Fit great. Keep in mind they are compression. So they fit snugger.,Fit great.,1,0,0,0,0,0,0,0
3207,,Keep in mind they are compression.,0,0,0,0,0,0,0,1
3208,,So they fit snugger.,1,0,0,0,0,0,0,0
3209,Excelente producto,Excelente producto,0,0,0,0,0,0,0,1
3210,"Fits perfectly, just as described.","Fits perfectly, just as described.",1,0,0,0,0,0,0,0
3211,Havent even gotten 2 months out of them before they started to come apart. I loved the 32s. Sad that the 33 is a let down.,Havent even gotten 2 months out of them before they started to come apart.,0,0,0,0,0,0,0,1
3212,,I loved the 32s.,0,1,0,0,0,0,0,0
3213,,Sad that the 33 is a let down.,0,1,0,0,0,0,0,0
3214,Perfect! Love them.,Perfect ,0,0,0,0,0,0,0,1
3215,,Love them.,0,0,0,0,0,0,0,1
3216,"These legging are extremely comfortable, great elasticity for my daily workouts. I use them mostly for Pilates and yoga. This is one of the best sports leggings i ever bought. A huge plus is the high waisted cut which provides extra comfort and support. Highly recommend!","These legging are extremely comfortable, great elasticity for my daily workouts.",0,0,0,1,0,0,0,0
3217,,I use them mostly for Pilates and yoga.,0,0,0,0,0,0,0,1
3218,,This is one of the best sports leggings i ever bought.,0,0,0,0,0,0,0,1
3219,,A huge plus is the high waisted cut which provides extra comfort and support.,0,0,0,1,0,0,0,0
3220,,Highly recommend ,0,0,0,0,0,0,0,1
3221,COMFORTABLE!,COMFORTABLE ,0,0,0,1,0,0,0,0
3222,Good Quality Product,Good Quality Product,0,0,0,0,1,0,0,0
3223,Dad loves these shirts and this was a fantastic deal.,Dad loves these shirts and this was a fantastic deal.,0,0,0,0,0,0,0,1
3224,Nice sweatpants to wear to the gym in the winter months. Warmer than the nylon pants I wore during the summer months.,Nice sweatpants to wear to the gym in the winter months.,0,0,0,0,0,0,0,1
3225,,Warmer than the nylon pants I wore during the summer months.,0,0,0,0,0,0,0,1
3226,Order one size larger than normal. Otherwise it was fine.,Order one size larger than normal.,0,1,0,0,0,0,0,0
3227,,Otherwise it was fine.,0,0,0,0,0,0,0,1
3228,LOVE these! ordered 2 pair and they fit perfect! so comfortable. will be ordering more for sure!!,LOVE these ,0,0,0,0,0,0,0,1
3229,,ordered 2 pair and they fit perfect ,1,0,0,0,0,0,0,0
3230,,so comfortable.,0,0,0,1,0,0,0,0
3231,,will be ordering more for sure ,0,0,0,0,0,0,0,1
3232,"I would buy this again, i probably will in different colors very shortly. Very comfortable shirt. good for gold. would buy again","I would buy this again, i probably will in different colors very shortly.",0,0,0,0,0,0,1,0
3233,,Very comfortable shirt.,0,0,0,1,0,0,0,0
3234,,good for gold.,0,0,0,0,0,0,0,1
3235,,would buy again,0,0,0,0,0,0,0,1
3236,"After losing my favorite pair of yoga pants, I looked online to find a replacement. I was not sure if this would live up to my expectations, but it did it even exceeded them! They are very comfortable and easy to wear.","After losing my favorite pair of yoga pants, I looked online to find a replacement.",0,0,0,0,0,0,0,1
3237,,"I was not sure if this would live up to my expectations, but it did it even exceeded them ",0,0,0,0,0,0,0,1
3238,,They are very comfortable and easy to wear.,0,0,0,1,0,0,0,0
3239,Great pants,Great pants,0,0,0,0,0,0,0,1
3241,Nike Golf soft and comfy,Nike Golf soft and comfy,0,0,1,1,0,0,0,0
3242,"Fits perfectly, looks just like picture.","Fits perfectly, looks just like picture.",1,0,0,0,0,0,0,0
3243,"I thought this was a Nike Womens Pro Bra......well it is different.........I have a larger chest and this bra is not fitting right underneath my chest. I should get it exchanged. But I already wore it. Its also not as soft as the Nike Pro Bra. Sorry, not working for me. Watch out for little differences like ""sport"" or ""pro"". The one Ive ordered as well was only $1.00 or expensive.",I thought this was a Nike Womens Pro Bra......well it is different.........I have a larger chest and this bra is not fitting right underneath my chest.,1,1,0,0,0,0,0,0
3244,,I should get it exchanged.,0,0,0,0,0,0,0,1
3245,,But I already wore it.,0,0,0,0,0,0,0,1
3246,,Its also not as soft as the Nike Pro Bra.,0,0,1,0,0,0,0,0
3247,,"Sorry, not working for me.",0,0,0,0,0,0,0,1
3248,,Watch out for little differences like  sport  or  pro .,0,0,0,0,0,0,0,1
3249,,The one Ive ordered as well was only $1.00 or expensive.,0,0,0,0,0,1,0,0
3250,Good product,Good product,0,0,0,0,0,0,0,1
3251,Gave as gift to son in law. He loves it,Gave as gift to son in law.,0,0,0,0,0,0,0,1
3252,,He loves it,0,0,0,0,0,0,0,1
3253,i bought this for my boyfriend and im the one using it. i should probably just buy myself one.,i bought this for my boyfriend and im the one using it.,0,0,0,0,0,0,0,1
3254,,i should probably just buy myself one.,0,0,0,0,0,0,0,1
3255,Very nice.,Very nice.,0,0,0,0,0,0,0,1
3256,great thanks,great thanks,0,0,0,0,0,0,0,1
3257,Love them...love the length!,Love them...love the length ,0,1,0,0,0,0,0,0
3258,Color is amazing fit is good kinda big I got a medium could have gone with a small I am 51 130lbs . I will def buy more .,Color is amazing fit is good kinda big I got a medium could have gone with a small I am 51 130lbs .,1,1,0,0,0,0,1,0
3259,,I will def buy more .,0,0,0,0,0,0,0,1
3260,"Great Jacket!
Very breathable windproof and weatherproof.
Lightweight as well.

Only complaint is the fit is huge. I am 58"" 155lbs (38R suit) and normally wear mens medium but I had to get this Nike Golf 1/2 Zip Top in a size small for a normal fit.

Highly recommended!",Great Jacket ,0,0,0,0,0,0,0,1
3261,,Very breathable windproof and weatherproof.,0,0,1,0,0,0,0,0
3262,,Lightweight as well.,0,0,1,0,0,0,0,0
3263,,Only complaint is the fit is huge.,1,0,0,0,0,0,0,0
3264,,I am 58  155lbs  38R suit  and normally wear mens medium but I had to get this Nike Golf 1 2 Zip Top in a size small for a normal fit.,1,1,0,0,0,0,0,0
3265,,Highly recommended ,0,0,0,0,0,0,0,1
3266,Love this shirt and how it fits,Love this shirt and how it fits,1,0,0,0,0,0,0,0
3267,"A gift for my son ..Found that he wears only Under Amour..,had to return it..Seamed like very good Quality..canot say about the fit","A gift for my son ..Found that he wears only Under Amour..,had to return it..Seamed like very good Quality..canot say about the fit",1,0,0,0,0,0,0,0
3268,"A little lighter than the picture Im looking at but things like that are within my realm of acceptability. Its still a nice color and I have plenty of bold red shirts that I dont mind the slightly faded tone of this shirt. The neck lining of this shirt is way larger out of the box than any new shirt Ive ever bought. However paired with the some what faded color this stretched out neck hole gives it a very vintage look and leaves me with the feeling of a need to go outside and get a little tan to show of through this chasmic neck opening lol

For real though, its like salmon colored almost. Its like a sirloin cooked a proper medium all the red juices are gone.",A little lighter than the picture Im looking at but things like that are within my realm of acceptability.,0,0,0,0,0,0,0,1
3269,,Its still a nice color and I have plenty of bold red shirts that I dont mind the slightly faded tone of this shirt.,0,0,0,0,0,0,1,0
3270,,The neck lining of this shirt is way larger out of the box than any new shirt Ive ever bought.,0,1,0,0,0,0,0,0
3271,,"However paired with the some what faded color this stretched out neck hole gives it a very vintage look and leaves me with the feeling of a need to go outside and get a little tan to show of through this chasmic neck opening lol  For real though, its like salmon colored almost.",0,0,0,0,0,0,1,0
3272,,Its like a sirloin cooked a proper medium all the red juices are gone.,0,1,0,0,0,0,1,0
3273,They are as expected,They are as expected,0,0,0,0,0,0,0,1
3274,Great shorts....but a little pricy for a pair of shorts,Great shorts....but a little pricy for a pair of shorts,0,0,0,0,0,1,0,0
